Run ID,Cores,Sim Duration,Average Task Duration,Load,CPU Load,Task Load,Work Steal Load,95% Tail Latency,99.9% Tail Latency,Median Latency,99% Tail Latency,Tasks Stolen,Average Number of Steals,Throughput,Real Load, Parks Per Second,Successful Work Steal Time,Unsuccessful Work Steal Time,Non Work Conserving Time,Allocation Time,Task Time,Distracted Time,Unpaired Time,Paired Time,Average Requeue Wait Time,Flag Task Time,Avg Time From Alloc to Task,Avg Steals Per Task,Flag Response Rate,Flag Rate,Tasks Flag Stolen,Average Steals Per Flag,Avg Core Flag Wait Time,Avg Task Flag Wait Time,Avg Queueing Time,Avg High Latency Task Flag Wait Time,Avg Flag Set Delay Time,Avg High Latency Flag Set Delay Time,Avg Flagged Task Service Time,Avg Flagged Task Time Left,Pct Flagged Queues Non-empty,Description
ab-03.ucsd.edu_22-09-09_17:01:44_t0,16,100000000,1000,0.5,99.99243325,99.96767874183121,0.0313813125,1148835.0,1470138.3780000005,407904.0,1416135.89,0.18575847083682487,1.0,15982620.0,99.891375,29.999999999999996,349500,140100,291058,15000,1599361831,40283,288633,205016,450957.94941925816,0,234.33333333333334,0,0.0,0.0,0.0,0,0.0,0,492291.422656548,0,0,0,0,0,0,"dr ws warn delay 6ms fromdr"
ab-03.ucsd.edu_22-09-09_17:01:44_t1,17,100000000,1000,0.5,97.89502776470587,96.85364786705937,2.6695340588235297,56801.0,148701.42800000915,17702.0,94102.34000000008,15.460331051999116,1.1356985823667651,16119169.999999998,94.81864705882352,13960.0,33514700,10773400,29835186,6980000,1611853393,3751305,51127971,33185384,20026.23124947045,0,302.30444126074497,0,0.0,0.0,0.0,0,0.0,0,21622.67927226197,0,0,0,0,0,0,"dr ws warn delay 6ms fromdr"
ab-03.ucsd.edu_22-09-09_17:01:44_t10,26,100000000,1000,0.5,82.10327019230769,75.43596053473978,18.076725807692306,37680.0,131578.0,10027.0,72859.0,39.768242077272404,1.1547925732018098,16119290.000000002,61.997269230769234,108770.0,324464200,114841000,254846508,54370001,1610320153,37464930,726444528,225720046,11622.622606313818,0,388.6591264367816,0,0.0,0.0,0.0,0,0.0,0,12681.12737861079,0,0,0,0,0,0,"dr ws warn delay 6ms fromdr"
ab-03.ucsd.edu_22-09-09_17:01:44_t11,27,100000000,1000,0.5,80.65612703703704,73.96518699415195,18.90422737037037,35228.0,128368.66100000031,9830.0,71863.45999999996,40.820267525601906,1.1485080790219038,16119280.0,59.70103703703704,113140.0,354844000,122978100,272503253,56550001,1610751290,39859765,816430341,232908305,11189.77270477918,0,409.76889753337457,0,0.0,0.0,0.0,0,0.0,0,12205.819691853307,0,0,0,0,0,0,"dr ws warn delay 6ms fromdr"
ab-03.ucsd.edu_22-09-09_17:01:44_t12,28,100000000,1000,0.5,79.23391271428571,72.68652298700331,19.575107928571427,32473.199999999953,131822.57200000063,9617.0,65758.47999999998,41.34598480361977,1.146037944753666,16119270.000000002,57.56882142857144,115750.0,382839900,130093600,292854049,57860001,1612586533,42955833,902252395,242159666,10647.828471571449,0,444.56960165903394,0,0.0,0.0,0.0,0,0.0,0,11661.459000728726,0,0,0,0,0,0,"dr ws warn delay 6ms fromdr"
ab-03.ucsd.edu_22-09-09_17:01:44_t13,29,100000000,1000,0.5,78.06139731034483,71.17446838779719,20.506785137931036,29194.0,126834.10400000028,9317.0,62215.26000000001,42.34047467209018,1.1397519775685596,16119250.000000002,55.58362068965518,115750.0,418690600,136893100,320168462,57850001,1611233752,46887447,990608389,251228404,9993.514206904638,0,477.75058335493907,0,0.0,0.0,0.0,0,0.0,0,10978.972255985109,0,0,0,0,0,0,"dr ws warn delay 6ms fromdr"
ab-03.ucsd.edu_22-09-09_17:01:44_t14,30,100000000,1000,0.5,76.63192236666667,70.13334844476134,20.937222533333333,28985.0,125626.52800000459,9236.0,61075.0,42.88085919321713,1.138746288046021,16119270.000000002,53.730900000000005,117060.0,444153700,143310700,335643991,58505001,1612335994,49190264,1083698307,254729049,9916.246758320645,0,501.89574431721076,0,0.0,0.0,0.0,0,0.0,0,10871.978804214063,0,0,0,0,0,0,"dr ws warn delay 6ms fromdr"
ab-03.ucsd.edu_22-09-09_17:01:44_t15,31,100000000,1000,0.5,74.40628625806451,69.83872175205398,20.47979022580645,27275.0,108790.36000000453,9150.0,55201.19999999995,42.757402544397344,1.1345511361071159,16119320.0,51.9978064516129,121720.0,445513300,142952900,343412937,60825001,1610896376,50434058,1179421585,259202765,9463.817210265275,0,538.332648364294,0,0.0,0.0,0.0,0,0.0,0,10464.407013259739,0,0,0,0,0,0,"dr ws warn delay 6ms fromdr"
ab-03.ucsd.edu_22-09-09_17:01:44_t16,32,100000000,1000,0.5,62.34897440625,80.75860536120156,9.2635309375,56389.0,151600.0,13310.0,97669.02000000002,35.2053916161059,1.2169190727332904,16118500.0,50.370312500000004,175090.0,216962300,51159400,182746214,87465001,1611269190,25261729,1323561871,239841106,18571.19985546954,0,438.5081170687093,0,0.0,0.0,0.0,0,0.0,0,18367.100528819636,0,0,0,0,0,0,"dr ws warn delay 6ms fromdr"
ab-03.ucsd.edu_22-09-09_17:01:44_t2,18,100000000,1000,0.5,95.70045372222222,93.41234471228418,5.482471555555556,53432.0,162644.25000000652,14843.0,98052.6000000001,22.166041237639362,1.1504205130757172,16119209.999999998,89.55116666666666,29590.0,70125300,25927000,59888600,14795000,1609128679,8060975,117775346,64959633,17850.119227276122,0,315.859749915512,0,0.0,0.0,0.0,0,0.0,0,19077.105559504464,0,0,0,0,0,0,"dr ws warn delay 6ms fromdr"
